Title,Artist,Release Date,Year,Popularity,Track ID,Valence,Energy,Danceability,Loudness,Acousticness,Spotify_Link,Cluster,Mood
Moonlighting (Theme) - 2009 Remaster,Al Jarreau,9/29/2009,2009,38,6RnEe2AkQIicLcRvwuGUmI,0.613,0.828,0.666,-5.276,0.223,https://open.spotify.com/track/6RnEe2AkQIicLcRvwuGUmI,3,Happy
One Hundred Ways - Live,David Sanborn,6/6/1905,1905,24,6P09coloxpwV36qO2qjMhY,0.73,0.394,0.667,-14.672,0.289,https://open.spotify.com/track/6P09coloxpwV36qO2qjMhY,1,Calm
I'm Just Warmin' Up,"Evelyn ""Champagne"" King",6/26/1982,1982,16,1qaLQkA5dL72SxqBvr1oEX,0.62,0.548,0.564,-8.566,0.284,https://open.spotify.com/track/1qaLQkA5dL72SxqBvr1oEX,1,Calm
Love Never Felt So Good,Johnny Mathis,1/22/1984,1984,44,0UkVtmw0ZzEd9vzAa7Ocnu,0.826,0.715,0.824,-8.362,0.252,https://open.spotify.com/track/0UkVtmw0ZzEd9vzAa7Ocnu,3,Happy
Georgy Porgy,Side Effect,9/25/2020,2020,0,6SXO9EMdR1EWNrTktGHxPr,0.936,0.923,0.741,-4.889,0.154,https://open.spotify.com/track/6SXO9EMdR1EWNrTktGHxPr,3,Happy
Round and Around,Jaki Graham,9/25/2020,2020,0,7liz48wB9mXjuUU3E9H64u,0.686,0.872,0.641,-7.17,0.257,https://open.spotify.com/track/7liz48wB9mXjuUU3E9H64u,3,Happy
Don't Stay Away,Leon Ware,6/26/2020,2020,0,3nfFZLi6iABj3NWXwVrPIB,0.606,0.542,0.571,-12.642,0.014,https://open.spotify.com/track/3nfFZLi6iABj3NWXwVrPIB,1,Calm
Night Cruiser,Deodato,6/26/2020,2020,0,4izRKG8S3FnqU54Jz0cyOb,0.851,0.661,0.766,-13.416,0.114,https://open.spotify.com/track/4izRKG8S3FnqU54Jz0cyOb,3,Happy
On My Own,Debra Laws,6/26/2020,2020,0,3MVMrL5XjMdyfUDIMaH4v8,0.801,0.722,0.676,-8.187,0.18,https://open.spotify.com/track/3MVMrL5XjMdyfUDIMaH4v8,3,Happy
Didn't Know About Love (Til I Found You),Lenny White,6/26/2020,2020,0,6arqOC0E194ce70k6z8cKs,0.734,0.575,0.71,-9.439,0.121,https://open.spotify.com/track/6arqOC0E194ce70k6z8cKs,1,Calm
Easy,Al Jarreau,9/25/2020,2020,0,32t83gpCiVqDKzlYwXH6Tc,0.788,0.599,0.674,-12.901,0.235,https://open.spotify.com/track/32t83gpCiVqDKzlYwXH6Tc,1,Calm
Don't You Want My Lovin',Wanda Walden,9/25/2020,2020,0,3D6pJbOKBa0DDbqQEwuoSj,0.817,0.556,0.774,-12.91,0.109,https://open.spotify.com/track/3D6pJbOKBa0DDbqQEwuoSj,1,Calm
Baby I’m Scared of You,Womack & Womack,9/25/2020,2020,1,6SeQ9Bh4pG31LH1zUSNaIK,0.891,0.647,0.612,-10.587,0.0569,https://open.spotify.com/track/6SeQ9Bh4pG31LH1zUSNaIK,3,Happy
Don't Stay Away,Leon Ware,9/25/2020,2020,0,04Z1wRyoovMrm4ptGtBz5S,0.606,0.542,0.571,-12.642,0.014,https://open.spotify.com/track/04Z1wRyoovMrm4ptGtBz5S,1,Calm
Inside Your Love,Leon Ware,7/23/2013,2013,37,7hIllbX5mO832xhgPO9owT,0.913,0.796,0.613,-6.607,0.216,https://open.spotify.com/track/7hIllbX5mO832xhgPO9owT,3,Happy
Baby Don't Stop Me,Leon Ware,6/3/1905,1905,9,3RFidLqpsrL5plQjNpisyd,0.744,0.611,0.655,-9.302,0.218,https://open.spotify.com/track/3RFidLqpsrL5plQjNpisyd,1,Calm
Lost in Love with You,Leon Ware,6/4/1905,1905,16,5Vbv0cInJNYfDzaVeRAVM8,0.832,0.644,0.684,-9.824,0.0604,https://open.spotify.com/track/5Vbv0cInJNYfDzaVeRAVM8,3,Happy
Once You Get Started,Rufus & Chaka Khan,1/1/1982,1982,0,3ukeWFsNkXYNuQedCM0405,0.92,0.592,0.656,-12.745,0.311,https://open.spotify.com/track/3ukeWFsNkXYNuQedCM0405,1,Calm
Thank You My Love,Imagination,6/8/1905,1905,31,111JluxhzVgAqHc8qPzqTH,0.731,0.443,0.798,-11.329,0.293,https://open.spotify.com/track/111JluxhzVgAqHc8qPzqTH,1,Calm
Don't Ask My Neighbor,Bobby Caldwell,6/15/1905,1905,32,7n4dZXt5wfrS3ulpSszdSp,0.615,0.567,0.616,-8.268,0.507,https://open.spotify.com/track/7n4dZXt5wfrS3ulpSszdSp,1,Calm
Come Back to Me,Tom Scott,6/14/1905,1905,23,3jqKKz9lKxV4z6DqoYe8bm,0.374,0.371,0.638,-14.618,0.476,https://open.spotify.com/track/3jqKKz9lKxV4z6DqoYe8bm,2,Sad
Spice Of Life - Remastered,The Manhattan Transfer,9/1/1983,1983,37,419XgftMBAJ3iononldlAV,0.806,0.702,0.763,-9.51,0.143,https://open.spotify.com/track/419XgftMBAJ3iononldlAV,3,Happy
The Only Thing I Could Wish For,Angela Bofill,1/1/1978,1978,25,1oJJ17BXBytDzqaNrVDqrX,0.891,0.802,0.502,-7.749,0.493,https://open.spotify.com/track/1oJJ17BXBytDzqaNrVDqrX,3,Happy
We're In Love,Patti Austin,3/5/1977,1977,16,7A0bNtloDX6t4fqrC4DcIr,0.758,0.571,0.602,-15.264,0.261,https://open.spotify.com/track/7A0bNtloDX6t4fqrC4DcIr,1,Calm
Send a Little Love My Way (Like Always),Stephen Bishop,10/8/1980,1980,37,6lImdoowecIVJXcgbdSpYw,0.545,0.421,0.594,-11.051,0.681,https://open.spotify.com/track/6lImdoowecIVJXcgbdSpYw,1,Calm
Till You Come Back To Me,The Rippingtons,1/1/2005,2005,43,6Lf85hcGK9tyTqJsdw7AM7,0.59,0.667,0.684,-6.439,0.173,https://open.spotify.com/track/6Lf85hcGK9tyTqJsdw7AM7,1,Calm
Feel Like Making Love - 2015 GH Version,George Benson,2/27/2015,2015,27,3diaN7K8W79xUbPXKLwEKc,0.776,0.515,0.736,-12.601,0.3,https://open.spotify.com/track/3diaN7K8W79xUbPXKLwEKc,1,Calm
"Let Me Go, Love",Nicolette Larson,1/1/1979,1979,38,4Gkn68RCQMsPpBU1nCWikJ,0.576,0.296,0.534,-15.455,0.706,https://open.spotify.com/track/4Gkn68RCQMsPpBU1nCWikJ,1,Calm
This Side of Heaven,Patti Austin,5/29/1905,1905,22,2MjBjxLqtgjM7ikCJlzCEn,0.82,0.532,0.675,-12.91,0.791,https://open.spotify.com/track/2MjBjxLqtgjM7ikCJlzCEn,1,Calm
Love X Love,George Benson,7/16/1980,1980,48,1Gnufs5iuI3h5ow29J7tOO,0.848,0.534,0.798,-12.718,0.155,https://open.spotify.com/track/1Gnufs5iuI3h5ow29J7tOO,1,Calm
In Love's Time,Dave Valentin,1/1/1982,1982,24,3BZMB3qfMPcqWaBBwiir7i,0.764,0.553,0.631,-11.131,0.498,https://open.spotify.com/track/3BZMB3qfMPcqWaBBwiir7i,1,Calm
Silly Crush,Masaki Matsubara,6/5/1905,1905,42,44MAe7e2MbOPLnP3XWC8ie,0.672,0.462,0.626,-11.36,0.0175,https://open.spotify.com/track/44MAe7e2MbOPLnP3XWC8ie,1,Calm
"Doctor, My Eyes",Khamari,5/26/2023,2023,55,4ZgXDDRSS4lVx1g3WkRon0,0.569,0.433,0.484,-8.526,0.786,https://open.spotify.com/track/4ZgXDDRSS4lVx1g3WkRon0,1,Calm
Lemonhaze,PawPaw Rod,9/15/2021,2021,57,2bydO0jZES9rBvSnPvYN5L,0.745,0.53,0.814,-7.648,0.415,https://open.spotify.com/track/2bydO0jZES9rBvSnPvYN5L,1,Calm
Something Bout That Feeling,Devin Kennedy,10/4/2019,2019,58,0pH9ckmrcCM6O0MTart24w,0.772,0.397,0.69,-6.514,0.064,https://open.spotify.com/track/0pH9ckmrcCM6O0MTart24w,1,Calm
Smile,Otis Kane,7/28/2023,2023,51,7dZ4UpEKMGIultDdt0jRzS,0.573,0.528,0.755,-7.716,0.143,https://open.spotify.com/track/7dZ4UpEKMGIultDdt0jRzS,1,Calm
Le Départ,Adi Oasis,3/3/2023,2023,74,0FTpFi1BlqoBVELlh7jK50,0.478,0.339,0.678,-11.187,0.823,https://open.spotify.com/track/0FTpFi1BlqoBVELlh7jK50,2,Sad
Brewster,Cruza,12/10/2021,2021,57,3c2LHcsave8QZ2DTzQ2iln,0.537,0.253,0.638,-10.232,0.567,https://open.spotify.com/track/3c2LHcsave8QZ2DTzQ2iln,2,Sad
Baby Powder,Jenevieve,9/3/2021,2021,64,4Nw7kywWurWS6ceinn1cHK,0.732,0.452,0.799,-7.641,0.238,https://open.spotify.com/track/4Nw7kywWurWS6ceinn1cHK,1,Calm
Why Why Why Why Why,SAULT,5/5/2019,2019,67,4zwq3QUKgMNk0NSLl7fpbP,0.687,0.61,0.805,-6.638,0.343,https://open.spotify.com/track/4zwq3QUKgMNk0NSLl7fpbP,1,Calm
Hold Me Down,Daniel Caesar,8/25/2017,2017,76,1Mza2sr6tPhy6jjI3HB9fW,0.231,0.427,0.463,-9.799,0.628,https://open.spotify.com/track/1Mza2sr6tPhy6jjI3HB9fW,2,Sad
Packing Light,Lizzy,9/16/2022,2022,41,259f8QYEUG7Fy48E9lOAxL,0.529,0.46,0.781,-10.794,0.207,https://open.spotify.com/track/259f8QYEUG7Fy48E9lOAxL,1,Calm
These Four Walls,Khamari,5/26/2023,2023,56,7tzeZLMnqlke2raEMeDZ9S,0.315,0.344,0.602,-7.89,0.513,https://open.spotify.com/track/7tzeZLMnqlke2raEMeDZ9S,2,Sad
Tell Me Why,Gotts Street Park,10/13/2023,2023,67,7AvuIMRKdo5RvS6YIzXjsj,0.359,0.266,0.758,-10.829,0.574,https://open.spotify.com/track/7AvuIMRKdo5RvS6YIzXjsj,2,Sad
So Cool,Reuben James,5/1/2020,2020,59,2G4KvLGgx1zfjlU4jcfa8H,0.856,0.473,0.782,-11.71,0.8,https://open.spotify.com/track/2G4KvLGgx1zfjlU4jcfa8H,1,Calm
no facade - demo,Carter Ace,5/23/2023,2023,44,32qjl8eqo3FFCnstFZlRJq,0.743,0.437,0.747,-12.875,0.692,https://open.spotify.com/track/32qjl8eqo3FFCnstFZlRJq,1,Calm
Falling for You,Devin Kennedy,6/13/2024,2024,51,3EzO21PQfilnDLAbsXyoIT,0.512,0.41,0.777,-8.756,0.698,https://open.spotify.com/track/3EzO21PQfilnDLAbsXyoIT,1,Calm
you up?,Yaya Bey,2/7/2023,2023,68,3HjRISOy6fhuXb73Pf2kN3,0.488,0.315,0.611,-10.014,0.436,https://open.spotify.com/track/3HjRISOy6fhuXb73Pf2kN3,2,Sad
Petty Lover,Jaz Karis,6/22/2018,2018,62,0SBjNhOuMeUM9nwanocvsm,0.587,0.363,0.764,-10.113,0.803,https://open.spotify.com/track/0SBjNhOuMeUM9nwanocvsm,1,Calm
Dance With You,Otis Kane,6/14/2024,2024,40,2SKkd5h5MTyf3jpZXTmBWt,0.878,0.487,0.738,-11.004,0.708,https://open.spotify.com/track/2SKkd5h5MTyf3jpZXTmBWt,1,Calm
Questions,Maeta,6/9/2023,2023,51,2rGAASBrTG770g8wx5NJOV,0.659,0.668,0.568,-6.84,0.00453,https://open.spotify.com/track/2rGAASBrTG770g8wx5NJOV,3,Happy
Bounce,Emotional Oranges,12/9/2022,2022,48,3qptm6j356NV9FOJri6OgZ,0.415,0.64,0.807,-6.243,0.31,https://open.spotify.com/track/3qptm6j356NV9FOJri6OgZ,0,Anxious
For James,Pale Jay,10/22/2021,2021,70,0Lf2PlT8IPAaWc59a2fWU6,0.436,0.674,0.253,-6.929,0.22,https://open.spotify.com/track/0Lf2PlT8IPAaWc59a2fWU6,0,Anxious
Stay A While,niko rain,4/12/2024,2024,60,6cesZZFaBFa4Nj5U2mFtdt,0.749,0.731,0.732,-5.905,0.249,https://open.spotify.com/track/6cesZZFaBFa4Nj5U2mFtdt,3,Happy
Got To Be Good,Gotts Street Park,10/13/2023,2023,71,59QJsTw38Jj13WnR1qz1MC,0.675,0.504,0.718,-9.119,0.37,https://open.spotify.com/track/59QJsTw38Jj13WnR1qz1MC,1,Calm
Fallin 4 Ya Luv,Flwr Chyld,4/26/2024,2024,41,2oCNvjR0wSsPzfDxmcoyqb,0.698,0.396,0.86,-5.903,0.201,https://open.spotify.com/track/2oCNvjR0wSsPzfDxmcoyqb,1,Calm
Tell Me,Khamari,5/26/2023,2023,44,52pwE5qBPMXFObPTfk6cfb,0.313,0.389,0.677,-9.143,0.42,https://open.spotify.com/track/52pwE5qBPMXFObPTfk6cfb,2,Sad
A Storm on a Summers Day,Full Crate,6/7/2018,2018,70,4svk9KGtIVSEoeG2VjIUSy,0.138,0.295,0.726,-14.504,0.696,https://open.spotify.com/track/4svk9KGtIVSEoeG2VjIUSy,2,Sad
Japanese Denim,Daniel Caesar,10/21/2016,2016,76,1boXOL0ua7N2iCOUVI1p9F,0.345,0.238,0.707,-8.818,0.0905,https://open.spotify.com/track/1boXOL0ua7N2iCOUVI1p9F,2,Sad
Role Model,Lucy Park,5/5/2023,2023,40,7EbHleMQStqGD7YKiCeBmz,0.828,0.418,0.938,-10.425,0.72,https://open.spotify.com/track/7EbHleMQStqGD7YKiCeBmz,1,Calm
You Dont Even Know (feat. Tay Walker),The Internet,9/20/2013,2013,41,15ZnG76XwpX1u2G184YmNr,0.111,0.465,0.566,-10.368,0.0355,https://open.spotify.com/track/15ZnG76XwpX1u2G184YmNr,2,Sad
Rental,Fana Hues,6/14/2024,2024,40,7MuTmibYkNZu4omA3GhROa,0.0848,0.834,0.635,-6.413,0.0143,https://open.spotify.com/track/7MuTmibYkNZu4omA3GhROa,0,Anxious
Sweet Life,Frank Ocean,7/10/2012,2012,69,6MEDfjHxnVNcYmHe3mM6L2,0.8,0.558,0.479,-6.074,0.227,https://open.spotify.com/track/6MEDfjHxnVNcYmHe3mM6L2,1,Calm
Skin Tight (feat. Steve Lacy),Ravyn Lenae,5/20/2022,2022,57,4KVSdwwJ67JHu5s9vIA0zi,0.46,0.52,0.468,-7.964,0.246,https://open.spotify.com/track/4KVSdwwJ67JHu5s9vIA0zi,1,Calm
Regrets,Kevin Holliday,8/11/2021,2021,40,4U7Mih8jHL0v5g6oksHMBm,0.965,0.469,0.819,-10.26,0.114,https://open.spotify.com/track/4U7Mih8jHL0v5g6oksHMBm,1,Calm
intro,Orion Sun,3/11/2022,2022,59,6HSTJbYzJCK5jKz7hrsvQh,0.647,0.459,0.525,-9.324,0.203,https://open.spotify.com/track/6HSTJbYzJCK5jKz7hrsvQh,1,Calm
Indeed,Cruza,12/10/2021,2021,49,1jASJWOio1y6HX9noE7FWi,0.526,0.747,0.519,-6.195,0.0945,https://open.spotify.com/track/1jASJWOio1y6HX9noE7FWi,0,Anxious
Velvet Blue,Ray Lozano,3/3/2023,2023,67,1ppL3Tjizx9C6Vhd1TiIW0,0.96,0.249,0.546,-12.787,0.816,https://open.spotify.com/track/1ppL3Tjizx9C6Vhd1TiIW0,1,Calm
Sweatshirt,Patrick Hizon,4/21/2023,2023,63,5DZrNCtCKXV7lsBkN0qFBc,0.785,0.374,0.762,-5.839,0.436,https://open.spotify.com/track/5DZrNCtCKXV7lsBkN0qFBc,1,Calm
IMY,Dylan Sinclair,9/27/2024,2024,44,3rc73DSLZDbJoa371fK6P4,0.104,0.362,0.313,-9.621,0.746,https://open.spotify.com/track/3rc73DSLZDbJoa371fK6P4,2,Sad
Forget About You (Intimate),Devin Kennedy,8/19/2022,2022,64,16BMKSNU69eW0y1Q0vWvwa,0.44,0.264,0.503,-9.762,0.807,https://open.spotify.com/track/16BMKSNU69eW0y1Q0vWvwa,2,Sad
Count Me Out,Chiiild,2/28/2020,2020,37,7igfis38Qqhqm38DiPLbXT,0.318,0.59,0.452,-8.101,0.155,https://open.spotify.com/track/7igfis38Qqhqm38DiPLbXT,0,Anxious
Blessing,Leon Thomas,8/24/2018,2018,51,45zrnAiNUXD7MgDoKgfG8V,0.702,0.456,0.896,-8.408,0.0519,https://open.spotify.com/track/45zrnAiNUXD7MgDoKgfG8V,1,Calm
These Four Walls - A COLORS SHOW,Khamari,6/5/2023,2023,41,1rllCR1VL8FLZN5Q5yvW36,0.43,0.372,0.644,-9.276,0.713,https://open.spotify.com/track/1rllCR1VL8FLZN5Q5yvW36,2,Sad
Babygirl,Maeta,9/23/2019,2019,36,5lqrlvijQZ9qTsBa6M3tEa,0.399,0.524,0.72,-7.524,0.57,https://open.spotify.com/track/5lqrlvijQZ9qTsBa6M3tEa,0,Anxious
Lil' Lonely,Devin Morrison,4/18/2020,2020,44,3qHHIOya0w3mU8XBS7odR2,0.63,0.385,0.804,-9.735,0.0815,https://open.spotify.com/track/3qHHIOya0w3mU8XBS7odR2,1,Calm
When I'm in Your Arms,Cleo Sol,3/27/2020,2020,64,47s5hKfwGXliAAB8wKMiNo,0.655,0.462,0.596,-10.605,0.476,https://open.spotify.com/track/47s5hKfwGXliAAB8wKMiNo,1,Calm
Ugotme,Omar Apollo,5/30/2018,2018,53,5Ju9aLa212eAILfl5sWkjc,0.402,0.494,0.782,-1.458,0.454,https://open.spotify.com/track/5Ju9aLa212eAILfl5sWkjc,2,Sad
"After The Storm (feat. Tyler, The Creator & Bootsy Collins)",Kali Uchis,4/6/2018,2018,78,1otG6j1WHNvl9WgXLWkHTo,0.843,0.659,0.702,-6.766,0.301,https://open.spotify.com/track/1otG6j1WHNvl9WgXLWkHTo,3,Happy
Good Mornin',Flwr Chyld,6/17/2022,2022,36,31DhZKH7E1T41TAnK0qyC5,0.41,0.449,0.914,-9.353,0.00234,https://open.spotify.com/track/31DhZKH7E1T41TAnK0qyC5,2,Sad
Bite Me,ENHYPEN,5/22/2023,2023,76,7mpdNiaQvygj2rHoxkzMfa,0.687,0.781,0.795,-4.647,0.285,https://open.spotify.com/track/7mpdNiaQvygj2rHoxkzMfa,3,Happy
Polaroid Love,ENHYPEN,1/10/2022,2022,70,5elW2CKSoqjYoJ32AGDxf1,0.651,0.67,0.738,-3.766,0.458,https://open.spotify.com/track/5elW2CKSoqjYoJ32AGDxf1,3,Happy
Drunk-Dazed,ENHYPEN,4/26/2021,2021,71,1wcr8DjnN59Awev8nnKpQ4,0.453,0.869,0.599,-5.174,0.000707,https://open.spotify.com/track/1wcr8DjnN59Awev8nnKpQ4,0,Anxious
Bills,ENHYPEN,5/22/2023,2023,64,2nfluhFVrO5OBXPzRWlwlz,0.347,0.579,0.695,-5.895,0.0435,https://open.spotify.com/track/2nfluhFVrO5OBXPzRWlwlz,0,Anxious
FEVER,ENHYPEN,4/26/2021,2021,71,0UzymivvUH5s8z4PeWZJaK,0.471,0.713,0.6,-5.079,0.0642,https://open.spotify.com/track/0UzymivvUH5s8z4PeWZJaK,0,Anxious
Sacrifice (Eat Me Up),ENHYPEN,5/22/2023,2023,64,58ItBuVuKc03DvqSeZFnH1,0.529,0.727,0.536,-4.707,0.444,https://open.spotify.com/track/58ItBuVuKc03DvqSeZFnH1,0,Anxious
Chaconne,ENHYPEN,5/22/2023,2023,64,7nBjhYbLttb9LHZHqNuld5,0.462,0.644,0.646,-6.192,0.0975,https://open.spotify.com/track/7nBjhYbLttb9LHZHqNuld5,0,Anxious
Mixed Up,ENHYPEN,4/26/2021,2021,57,6S0By3u06ttb3kU2XEtWnw,0.773,0.9,0.623,-3.944,0.0486,https://open.spotify.com/track/6S0By3u06ttb3kU2XEtWnw,3,Happy
Blessed-Cursed,ENHYPEN,1/10/2022,2022,63,7ecbsiAQ6PNdiAq0hplVZo,0.401,0.886,0.604,-3.523,0.0925,https://open.spotify.com/track/7ecbsiAQ6PNdiAq0hplVZo,0,Anxious
ParadoXXX Invasion,ENHYPEN,7/4/2022,2022,62,3OC2C8IpFhbUJTeMe55QYn,0.72,0.863,0.727,-3.181,0.0298,https://open.spotify.com/track/3OC2C8IpFhbUJTeMe55QYn,3,Happy
Typa Girl,BLACKPINK,9/16/2022,2022,68,0L8LOav65XwLjCLS11gNPD,0.518,0.628,0.918,-6.471,0.0596,https://open.spotify.com/track/0L8LOav65XwLjCLS11gNPD,0,Anxious
Shut Down,BLACKPINK,9/15/2022,2022,68,7gRFDGEzF9UkBV233yv2dc,0.621,0.704,0.814,-5.146,0.00291,https://open.spotify.com/track/7gRFDGEzF9UkBV233yv2dc,3,Happy
Tinnitus (Wanna be a rock),TOMORROW X TOGETHER,1/27/2023,2023,67,0f0SbtoKGe41cX5LzlnX6X,0.791,0.725,0.9,-6.213,0.179,https://open.spotify.com/track/0f0SbtoKGe41cX5LzlnX6X,3,Happy
LO$ER=LO♡ER,TOMORROW X TOGETHER,8/17/2021,2021,66,21aOLk12MksET8AsbU0SI6,0.687,0.867,0.644,-4.18,0.001,https://open.spotify.com/track/21aOLk12MksET8AsbU0SI6,3,Happy
Perfume,NCT DOJAEJUNG,4/17/2023,2023,61,0jd4aa9XgV5eom0ez0WBrD,0.699,0.735,0.718,-1.728,0.173,https://open.spotify.com/track/0jd4aa9XgV5eom0ez0WBrD,3,Happy
Kiss,NCT DOJAEJUNG,4/17/2023,2023,53,6iirdwpyu2Ohg3iVdu4vXl,0.713,0.799,0.673,-2.662,0.168,https://open.spotify.com/track/6iirdwpyu2Ohg3iVdu4vXl,3,Happy
Dive,NCT DOJAEJUNG,4/17/2023,2023,45,7MosmUFQt3qNapB3K2zk1x,0.734,0.706,0.549,-5.421,0.0727,https://open.spotify.com/track/7MosmUFQt3qNapB3K2zk1x,3,Happy
SHOOTING STAR,XG,1/25/2023,2023,68,3IelG5zYpWWCZIH4cqWlPV,0.398,0.712,0.625,-5.996,0.0229,https://open.spotify.com/track/3IelG5zYpWWCZIH4cqWlPV,0,Anxious
LEFT RIGHT,XG,1/25/2023,2023,68,3v5o91PrUtf0nmO6j8J7dZ,0.884,0.721,0.767,-5.586,0.153,https://open.spotify.com/track/3v5o91PrUtf0nmO6j8J7dZ,3,Happy
Whiplash,NCT 127,6/14/2017,2017,51,2iPxDFeN27VrKgGdZ0AIKw,0.76,0.767,0.815,-6.119,0.0318,https://open.spotify.com/track/2iPxDFeN27VrKgGdZ0AIKw,3,Happy
Focus,NCT 127,9/17/2021,2021,35,3OXAycDk6KZnCfYA0LABUr,0.468,0.711,0.655,-3.34,0.284,https://open.spotify.com/track/3OXAycDk6KZnCfYA0LABUr,0,Anxious
Love On The Floor,NCT 127,10/25/2021,2021,41,2qDEhEy3vSZYFVgWbRChzw,0.641,0.679,0.889,-4.106,0.0799,https://open.spotify.com/track/2qDEhEy3vSZYFVgWbRChzw,3,Happy
Baby Don’t Stop,NCT,3/14/2018,2018,58,1EYSS9Lp7a9f20C3FaOVgI,0.352,0.739,0.827,-6.391,0.0214,https://open.spotify.com/track/1EYSS9Lp7a9f20C3FaOVgI,0,Anxious
The 7th Sense,NCT,3/14/2018,2018,53,6BdchFAP4TUZUceAsAEb5U,0.218,0.502,0.682,-9.507,0.0124,https://open.spotify.com/track/6BdchFAP4TUZUceAsAEb5U,2,Sad
Make A Wish (Birthday Song),NCT U,10/12/2020,2020,40,6FdShjf7nA2cqEnpv1tIia,0.693,0.795,0.732,-2.263,0.0632,https://open.spotify.com/track/6FdShjf7nA2cqEnpv1tIia,3,Happy
90's Love,NCT U,11/23/2020,2020,42,64EDGnUytmCV7TfOo67810,0.702,0.924,0.743,-1.501,0.0688,https://open.spotify.com/track/64EDGnUytmCV7TfOo67810,3,Happy
WANT,TAEMIN,2/11/2019,2019,53,0aLG42zaidNkblhiQgJknP,0.413,0.757,0.64,-5.532,0.0261,https://open.spotify.com/track/0aLG42zaidNkblhiQgJknP,0,Anxious
FEARLESS,LE SSERAFIM,5/2/2022,2022,64,296nXCOv97WJNRWzIBQnoj,0.432,0.62,0.863,-7.167,0.0508,https://open.spotify.com/track/296nXCOv97WJNRWzIBQnoj,0,Anxious
Sour Grapes,LE SSERAFIM,5/2/2022,2022,69,6wBpO4Xc4YgShnENGSFA1M,0.72,0.801,0.779,-5.564,0.395,https://open.spotify.com/track/6wBpO4Xc4YgShnENGSFA1M,3,Happy
Blue Flame,LE SSERAFIM,5/2/2022,2022,59,37YoRLUu1qId0ewavgvnkG,0.765,0.725,0.781,-3.571,0.0281,https://open.spotify.com/track/37YoRLUu1qId0ewavgvnkG,3,Happy
"Eve, Psyche & The Bluebeard’s wife",LE SSERAFIM,5/1/2023,2023,71,4QhnNyKDsAkXPwHkSnuc89,0.626,0.872,0.663,-5.056,0.0153,https://open.spotify.com/track/4QhnNyKDsAkXPwHkSnuc89,3,Happy
Nxde,(G)I-DLE,10/17/2022,2022,69,6NnCWIWV740gP7DQ8kqdIE,0.648,0.91,0.726,-1.948,0.0413,https://open.spotify.com/track/6NnCWIWV740gP7DQ8kqdIE,3,Happy
TOMBOY,(G)I-DLE,3/14/2022,2022,70,0IGUXY4JbK18bu9oD4mPIm,0.645,0.87,0.755,-2.414,0.00988,https://open.spotify.com/track/0IGUXY4JbK18bu9oD4mPIm,3,Happy
MY BAG,(G)I-DLE,3/14/2022,2022,65,1t8sqIScEIP0B4bQzBuI2P,0.759,0.823,0.838,-3.929,0.0864,https://open.spotify.com/track/1t8sqIScEIP0B4bQzBuI2P,3,Happy
Queencard,(G)I-DLE,5/15/2023,2023,73,4uOBL4DDWWVx4RhYKlPbPC,0.692,0.834,0.815,-2.828,0.0327,https://open.spotify.com/track/4uOBL4DDWWVx4RhYKlPbPC,3,Happy
Easy,Stray Kids,6/17/2020,2020,59,4s9diT9GXpI7QiysMkoANG,0.388,0.812,0.701,-5.175,0.000219,https://open.spotify.com/track/4s9diT9GXpI7QiysMkoANG,0,Anxious
ALL IN,Stray Kids,10/27/2020,2020,53,1COXMzXT4JxnQCePCeptPP,0.775,0.834,0.74,-5.751,0.0392,https://open.spotify.com/track/1COXMzXT4JxnQCePCeptPP,3,Happy
"Red Lights (Bang Chan, Hyunjin)",Stray Kids,8/23/2021,2021,68,0LatE4S9UtCDwIdGQsFFKL,0.336,0.74,0.707,-4.311,0.179,https://open.spotify.com/track/0LatE4S9UtCDwIdGQsFFKL,0,Anxious
VENOM,Stray Kids,3/18/2022,2022,63,4b3rGL8LDSkbARUUA20136,0.4,0.807,0.812,-3.354,0.11,https://open.spotify.com/track/4b3rGL8LDSkbARUUA20136,0,Anxious
Charmer,Stray Kids,3/18/2022,2022,65,4QDpsNBlllaLGj8zbF2EE0,0.731,0.762,0.786,-2.508,0.0524,https://open.spotify.com/track/4QDpsNBlllaLGj8zbF2EE0,3,Happy
Youtiful,Stray Kids,6/2/2023,2023,60,5sSv2lotkWeHZ9YSTQrdbf,0.357,0.635,0.311,-3.501,0.241,https://open.spotify.com/track/5sSv2lotkWeHZ9YSTQrdbf,0,Anxious
Network Love,SEVENTEEN,9/16/2019,2019,46,30S8t6er5QvMBugOzLJnV9,0.905,0.823,0.788,-2.65,0.0606,https://open.spotify.com/track/30S8t6er5QvMBugOzLJnV9,3,Happy
HOT,SEVENTEEN,5/27/2022,2022,69,6I2tqFhk8tq69iursYxuxd,0.64,0.777,0.765,-4.376,0.0539,https://open.spotify.com/track/6I2tqFhk8tq69iursYxuxd,3,Happy
_WORLD,SEVENTEEN,7/18/2022,2022,64,3QwiidVHfeE9y5jl4n2MTC,0.788,0.809,0.709,-3.198,0.312,https://open.spotify.com/track/3QwiidVHfeE9y5jl4n2MTC,3,Happy
What You Wanted,CIX,7/23/2019,2019,37,76dpiZihYVl5VbiHNjVj5l,0.586,0.77,0.709,-2.972,0.044,https://open.spotify.com/track/76dpiZihYVl5VbiHNjVj5l,3,Happy
